symbol,pole_date,pole_low,pole_high,pole_high_date,pole_gain,flag_bars,flag_end_date,rail,rail_slope_pct,sweep_date,sweep_low,sweep_below_pct,entry_date,entry,stop,target,risk_pct,reward_R,atr,status,bars_since_entry,vol_x20,sweep_bars,sweep_red,sweep_red_frac,sweep_vol_x20,sweep_vol_vs_drift,sweep_close_pos,sweep_leg_pct,turnover_cr,entry_gt_prior_high,entry_gt_flush_high,entry_vs_rail_pct,rebased,rebased_from,R_voided,outcome,R,ret_horizon,mfe,mae,bars_held,R_struct,outcome_struct,bars_held_struct,entry_idx,sweep_idx,flag_end_idx,pole_idx,trigger_mode,last_close,pnl_pct,voided_setups,shortName,mcap_cr,watchlist,year,nifty_bull
SUVEN.NS,2026-08-20,307.15,403.35,2026-09-01,0.3132,6,2026-09-09,367.75,-0.194,2026-09-16,324.0,-11.9,2026-09-16,336.45,315.34,403.35,6.28,3.17,17.33,DONE,,0.61,6,2,0.33,0.99,1.28,0.69,-6.22,21.58,False,False,-8.51,1,2026-09-11,-0.55,open,0.25580322612579975,0.016,0.0516,-0.014,5,,open,5,2648,2643,2643,2629,first_bullish,341.8500061035156,0.016049951266207785,"[Setup(symbol='SUVEN.NS', pole_date='2026-08-20', pole_low=307.15, pole_high=403.35, pole_high_date='2026-09-01', pole_gain=0.3132, flag_bars=6, flag_end_date='2026-09-09', rail=367.75, rail_slope_pct=-0.194, sweep_date='2026-09-16', sweep_low=324.0, sweep_below_pct=-11.9, entry_date='2026-09-11', entry=355.55, stop=315.54, target=403.35, risk_pct=11.25, reward_R=1.19, atr=16.91, status='DONE', bars_since_entry=nan, vol_x20=0.41, sweep_bars=6, sweep_red=2, sweep_red_frac=0.33, sweep_vol_x20=0.99, sweep_vol_vs_drift=1.28, sweep_close_pos=0.69, sweep_leg_pct=-6.22, turnover_cr=21.58, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.55, ret_horizon=-0.0385, mfe=0.0236, mae=-0.0887, bars_held=2, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2645, sweep_idx=2643, flag_end_idx=-1, pole_idx=-1)]",SUVEN LIFE SCIENCES LTD,9467.3,False,2026,False
ITDC.NS,2026-07-07,582.9,822.0,2026-07-20,0.4102,30,2026-08-31,657.0,-0.347,2026-09-09,627.1,-4.55,2026-09-16,656.75,612.27,822.0,6.77,3.72,29.65,DONE,,0.16,8,5,0.62,0.84,6.85,0.27,-3.31,55.59,False,True,-0.04,0,,0.0,open,1.0319250093089587,0.0699,0.1019,-0.0148,5,,open,5,2402,2390,2390,2351,first_bullish,702.6500244140625,0.0698896450918347,,INDIA TOUR. DEV. CO. LTD.,5881.6,False,2026,False
NIBE.NS,2026-05-22,976.1,1634.0,2026-06-05,0.674,39,2026-07-30,1393.0,-0.137,2026-09-16,1188.0,-14.72,2026-09-17,1250.1,1165.44,1634.0,6.77,4.53,45.11,DONE,,0.43,34,26,0.76,5.77,12.16,0.36,-5.36,6.97,False,False,-10.26,2,"2026-08-04,2026-09-04",-0.82,open,1.1433974062610768,0.0774,0.1303,-0.0174,4,,open,4,399,365,365,316,first_bullish,1346.9000244140625,0.07743382482526395,"[Setup(symbol='NIBE.NS', pole_date='2026-05-22', pole_low=976.1, pole_high=1634.0, pole_high_date='2026-06-05', pole_gain=0.674, flag_bars=39, flag_end_date='2026-07-30', rail=1393.0, rail_slope_pct=-0.137, sweep_date='2026-09-16', sweep_low=1188.0, sweep_below_pct=-14.72, entry_date='2026-08-04', entry=1383.1, stop=1281.05, target=1634.0, risk_pct=7.38, reward_R=2.46, atr=57.91, status='DONE', bars_since_entry=nan, vol_x20=0.46, sweep_bars=34, sweep_red=26, sweep_red_frac=0.76, sweep_vol_x20=5.77, sweep_vol_vs_drift=12.16, sweep_close_pos=0.36, sweep_leg_pct=-5.36, turnover_cr=6.97, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.6, ret_horizon=-0.1237, mfe=0.1351, mae=-0.1411, bars_held=22, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=368, sweep_idx=365, flag_end_idx=-1, pole_idx=-1), Setup(symbol='NIBE.NS', pole_date='2026-05-22', pole_low=976.1, pole_high=1634.0, pole_high_date='2026-06-05', pole_gain=0.674, flag_bars=39, flag_end_date='2026-07-30', rail=1393.0, rail_slope_pct=-0.137, sweep_date='2026-09-16', sweep_low=1188.0, sweep_below_pct=-14.72, entry_date='2026-09-04', entry=1336.6, stop=1160.37, target=1634.0, risk_pct=13.18, reward_R=1.69, atr=55.26, status='DONE', bars_since_entry=nan, vol_x20=0.37, sweep_bars=34, sweep_red=26, sweep_red_frac=0.76, sweep_vol_x20=5.77, sweep_vol_vs_drift=12.16, sweep_close_pos=0.36, sweep_leg_pct=-5.36, turnover_cr=6.97, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.22, ret_horizon=0.0077, mfe=0.0572, mae=-0.1112, bars_held=4, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=391, sweep_idx=365, flag_end_idx=-1, pole_idx=-1)]",NIBE LIMITED,2010.9,False,2026,False
RAILTEL.NS,2026-04-15,245.0,353.9,2026-04-16,0.4445,6,2026-04-24,324.54,-0.513,2026-09-16,248.0,-23.58,2026-09-17,259.25,244.83,353.9,5.56,6.56,6.34,DONE,,1.35,104,66,0.63,25.6,96.83,0.62,-4.35,12.76,True,True,-20.12,5,"2026-04-27,2026-06-02,2026-06-09,2026-06-12,2026-07-29",-2.81,open,0.658807212205271,0.0366,0.0415,-0.0037,4,,open,4,1376,1272,1272,1265,first_bullish,268.75,0.03664416586306651,"[Setup(symbol='RAILTEL.NS', pole_date='2026-04-15', pole_low=245.0, pole_high=353.9, pole_high_date='2026-04-16', pole_gain=0.4445, flag_bars=6, flag_end_date='2026-04-24', rail=324.54, rail_slope_pct=-0.513, sweep_date='2026-09-16', sweep_low=248.0, sweep_below_pct=-23.58, entry_date='2026-04-27', entry=323.8, stop=298.53, target=353.9, risk_pct=7.8, reward_R=1.19, atr=15.23, status='DONE', bars_since_entry=nan, vol_x20=0.15, sweep_bars=104, sweep_red=66, sweep_red_frac=0.63, sweep_vol_x20=25.6, sweep_vol_vs_drift=96.83, sweep_close_pos=0.62, sweep_leg_pct=-4.35, turnover_cr=12.76, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.49, ret_horizon=-0.0624, mfe=0.0869, mae=-0.0948, bars_held=25, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1273, sweep_idx=1272, flag_end_idx=-1, pole_idx=-1), Setup(symbol='RAILTEL.NS', pole_date='2026-04-15', pole_low=245.0, pole_high=353.9, pole_high_date='2026-04-16', pole_gain=0.4445, flag_bars=6, flag_end_date='2026-04-24', rail=324.54, rail_slope_pct=-0.513, sweep_date='2026-09-16', sweep_low=248.0, sweep_below_pct=-23.58, entry_date='2026-06-02', entry=316.0, stop=297.8, target=353.9, risk_pct=5.76, reward_R=2.08, atr=8.5, status='DONE', bars_since_entry=nan, vol_x20=0.46, sweep_bars=104, sweep_red=66, sweep_red_frac=0.63, sweep_vol_x20=25.6, sweep_vol_vs_drift=96.83, sweep_close_pos=0.62, sweep_leg_pct=-4.35, turnover_cr=12.76, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.68, ret_horizon=-0.0392, mfe=0.0422, mae=-0.1297, bars_held=4, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1299, sweep_idx=1272, flag_end_idx=-1, pole_idx=-1), Setup(symbol='RAILTEL.NS', pole_date='2026-04-15', pole_low=245.0, pole_high=353.9, pole_high_date='2026-04-16', pole_gain=0.4445, flag_bars=6, flag_end_date='2026-04-24', rail=324.54, rail_slope_pct=-0.513, sweep_date='2026-09-16', sweep_low=248.0, sweep_below_pct=-23.58, entry_date='2026-06-09', entry=311.95, stop=288.82, target=353.9, risk_pct=7.41, reward_R=1.81, atr=8.57, status='DONE', bars_since_entry=nan, vol_x20=0.84, sweep_bars=104, sweep_red=66, sweep_red_frac=0.63, sweep_vol_x20=25.6, sweep_vol_vs_drift=96.83, sweep_close_pos=0.62, sweep_leg_pct=-4.35, turnover_cr=12.76, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.75, ret_horizon=-0.0571, mfe=0.0558, mae=-0.1202, bars_held=2, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1304, sweep_idx=1272, flag_end_idx=-1, pole_idx=-1), Setup(symbol='RAILTEL.NS', pole_date='2026-04-15', pole_low=245.0, pole_high=353.9, pole_high_date='2026-04-16', pole_gain=0.4445, flag_bars=6, flag_end_date='2026-04-24', rail=324.54, rail_slope_pct=-0.513, sweep_date='2026-09-16', sweep_low=248.0, sweep_below_pct=-23.58, entry_date='2026-06-12', entry=308.75, stop=274.44, target=353.9, risk_pct=11.11, reward_R=1.32, atr=9.73, status='DONE', bars_since_entry=nan, vol_x20=1.34, sweep_bars=104, sweep_red=66, sweep_red_frac=0.63, sweep_vol_x20=25.6, sweep_vol_vs_drift=96.83, sweep_close_pos=0.62, sweep_leg_pct=-4.35, turnover_cr=12.76, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.55, ret_horizon=-0.0777, mfe=0.0667, mae=-0.1255, bars_held=28, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1307, sweep_idx=1272, flag_end_idx=-1, pole_idx=-1), Setup(symbol='RAILTEL.NS', pole_date='2026-04-15', pole_low=245.0, pole_high=353.9, pole_high_date='2026-04-16', pole_gain=0.4445, flag_bars=6, flag_end_date='2026-04-24', rail=324.54, rail_slope_pct=-0.513, sweep_date='2026-09-16', sweep_low=248.0, sweep_below_pct=-23.58, entry_date='2026-07-29', entry=293.5, stop=244.57, target=353.9, risk_pct=16.67, reward_R=1.23, atr=6.85, status='DONE', bars_since_entry=nan, vol_x20=1.24, sweep_bars=104, sweep_red=66, sweep_red_frac=0.63, sweep_vol_x20=25.6, sweep_vol_vs_drift=96.83, sweep_close_pos=0.62, sweep_leg_pct=-4.35, turnover_cr=12.76, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.33, ret_horizon=-0.1012, mfe=0.014, mae=-0.155, bars_held=14, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=1340, sweep_idx=1272, flag_end_idx=-1, pole_idx=-1)]",RAILTEL CORP OF IND LTD,8394.1,False,2026,False
UNIVCABLES.NS,2026-08-10,1210.1,1774.9,2026-08-11,0.4667,19,2026-09-07,1540.0,-0.308,2026-09-16,1338.4,-13.09,2026-09-17,1438.8,1300.32,1774.9,9.62,2.43,76.16,DONE,,0.51,8,4,0.5,1.59,3.13,0.6,-5.63,21.18,False,False,-6.57,1,2026-09-08,-0.47,open,0.5054885097351606,0.0487,0.0763,-0.0033,4,,open,4,2649,2641,2641,2621,first_bullish,1508.800048828125,0.04865168809294196,"[Setup(symbol='UNIVCABLES.NS', pole_date='2026-08-10', pole_low=1210.1, pole_high=1774.9, pole_high_date='2026-08-11', pole_gain=0.4667, flag_bars=19, flag_end_date='2026-09-07', rail=1540.0, rail_slope_pct=-0.308, sweep_date='2026-09-16', sweep_low=1338.4, sweep_below_pct=-13.09, entry_date='2026-09-08', entry=1524.7, stop=1298.29, target=1774.9, risk_pct=14.85, reward_R=1.11, atr=80.21, status='DONE', bars_since_entry=nan, vol_x20=0.69, sweep_bars=8, sweep_red=4, sweep_red_frac=0.5, sweep_vol_x20=1.59, sweep_vol_vs_drift=3.13, sweep_close_pos=0.6, sweep_leg_pct=-5.63, turnover_cr=21.18, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.47, ret_horizon=-0.0104, mfe=0.0344, mae=-0.1222, bars_held=5, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2642, sweep_idx=2641, flag_end_idx=-1, pole_idx=-1)]",UNIVERSAL CABLES LTD,5263.3,False,2026,False
BALUFORGE.NS,2026-08-24,441.55,650.0,2026-08-31,0.4721,11,2026-09-15,523.3,-1.669,2026-09-16,470.0,-10.19,2026-09-17,501.6,456.01,650.0,9.09,3.26,27.98,DONE,,0.36,2,2,1.0,0.4,0.94,0.44,-6.6,70.35,True,True,-4.15,0,,0.0,open,0.10199605176573753,0.0093,0.0556,-0.0011,4,,open,4,596,594,594,578,first_bullish,506.25,0.009270334928229707,,BALU FORGE INDUSTRIES LTD,6046.5,False,2026,False
AJMERA.NS,2026-06-15,104.42,146.0,2026-06-22,0.3982,37,2026-08-12,120.84,-0.237,2026-09-16,109.33,-9.52,2026-09-17,113.8,107.44,146.0,5.59,5.06,3.79,DONE,,0.9,26,12,0.46,2.14,3.8,0.81,-3.6,3.87,False,False,-5.83,2,"2026-08-17,2026-09-08",-0.91,open,1.0738989392166622,0.06,0.0808,-0.0094,4,,open,4,2649,2623,2623,2581,first_bullish,120.62999725341797,0.060017550557275756,"[Setup(symbol='AJMERA.NS', pole_date='2026-06-15', pole_low=104.42, pole_high=146.0, pole_high_date='2026-06-22', pole_gain=0.3982, flag_bars=37, flag_end_date='2026-08-12', rail=120.84, rail_slope_pct=-0.237, sweep_date='2026-09-16', sweep_low=109.33, sweep_below_pct=-9.52, entry_date='2026-08-17', entry=118.7, stop=111.78, target=146.0, risk_pct=5.83, reward_R=3.95, atr=4.02, status='DONE', bars_since_entry=nan, vol_x20=0.49, sweep_bars=26, sweep_red=12, sweep_red_frac=0.46, sweep_vol_x20=2.14, sweep_vol_vs_drift=3.8, sweep_close_pos=0.81, sweep_leg_pct=-3.6, turnover_cr=3.87, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.47, ret_horizon=0.0163, mfe=0.0361, mae=-0.0789, bars_held=13, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2626, sweep_idx=2623, flag_end_idx=-1, pole_idx=-1), Setup(symbol='AJMERA.NS', pole_date='2026-06-15', pole_low=104.42, pole_high=146.0, pole_high_date='2026-06-22', pole_gain=0.3982, flag_bars=37, flag_end_date='2026-08-12', rail=120.84, rail_slope_pct=-0.237, sweep_date='2026-09-16', sweep_low=109.33, sweep_below_pct=-9.52, entry_date='2026-09-08', entry=118.1, stop=107.57, target=146.0, risk_pct=8.92, reward_R=2.65, atr=3.52, status='DONE', bars_since_entry=nan, vol_x20=1.26, sweep_bars=26, sweep_red=12, sweep_red_frac=0.46, sweep_vol_x20=2.14, sweep_vol_vs_drift=3.8, sweep_close_pos=0.81, sweep_leg_pct=-3.6, turnover_cr=3.87, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.44, ret_horizon=0.0214, mfe=0.0414, mae=-0.0743, bars_held=6, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2642, sweep_idx=2623, flag_end_idx=-1, pole_idx=-1)]",AJMERA REALTY & INF I LTD,2371.6,False,2026,False
BOROSCI.NS,2026-05-20,111.3,158.0,2026-06-03,0.4196,45,2026-08-05,144.0,0.028,2026-09-16,115.54,-19.76,2026-09-18,119.56,112.91,158.0,5.56,5.78,5.26,DONE,,0.4,31,23,0.74,2.34,7.93,0.4,-4.2,0.91,False,False,-16.97,4,"2026-08-07,2026-08-13,2026-08-26,2026-09-01",-1.84,open,-0.2736845317639804,-0.0152,0.0568,-0.0239,3,,open,3,569,537,537,482,first_bullish,117.73999786376953,-0.015222500303031739,"[Setup(symbol='BOROSCI.NS', pole_date='2026-05-20', pole_low=111.3, pole_high=158.0, pole_high_date='2026-06-03', pole_gain=0.4196, flag_bars=45, flag_end_date='2026-08-05', rail=144.0, rail_slope_pct=0.028, sweep_date='2026-09-16', sweep_low=115.54, sweep_below_pct=-19.76, entry_date='2026-08-07', entry=141.85, stop=128.99, target=158.0, risk_pct=9.07, reward_R=1.26, atr=6.22, status='DONE', bars_since_entry=nan, vol_x20=0.89, sweep_bars=31, sweep_red=23, sweep_red_frac=0.74, sweep_vol_x20=2.34, sweep_vol_vs_drift=7.93, sweep_close_pos=0.4, sweep_leg_pct=-4.2, turnover_cr=0.91, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.33, ret_horizon=-0.1571, mfe=0.0023, mae=-0.1855, bars_held=1, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=539, sweep_idx=537, flag_end_idx=-1, pole_idx=-1), Setup(symbol='BOROSCI.NS', pole_date='2026-05-20', pole_low=111.3, pole_high=158.0, pole_high_date='2026-06-03', pole_gain=0.4196, flag_bars=45, flag_end_date='2026-08-05', rail=144.0, rail_slope_pct=0.028, sweep_date='2026-09-16', sweep_low=115.54, sweep_below_pct=-19.76, entry_date='2026-08-13', entry=135.44, stop=121.3, target=158.0, risk_pct=10.44, reward_R=1.6, atr=5.89, status='DONE', bars_since_entry=nan, vol_x20=0.43, sweep_bars=31, sweep_red=23, sweep_red_frac=0.74, sweep_vol_x20=2.34, sweep_vol_vs_drift=7.93, sweep_close_pos=0.4, sweep_leg_pct=-4.2, turnover_cr=0.91, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.35, ret_horizon=-0.1307, mfe=0.0196, mae=-0.1469, bars_held=3, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=543, sweep_idx=537, flag_end_idx=-1, pole_idx=-1), Setup(symbol='BOROSCI.NS', pole_date='2026-05-20', pole_low=111.3, pole_high=158.0, pole_high_date='2026-06-03', pole_gain=0.4196, flag_bars=45, flag_end_date='2026-08-05', rail=144.0, rail_slope_pct=0.028, sweep_date='2026-09-16', sweep_low=115.54, sweep_below_pct=-19.76, entry_date='2026-08-26', entry=127.07, stop=120.3, target=158.0, risk_pct=5.33, reward_R=4.57, atr=4.02, status='DONE', bars_since_entry=nan, vol_x20=0.36, sweep_bars=31, sweep_red=23, sweep_red_frac=0.74, sweep_vol_x20=2.34, sweep_vol_vs_drift=7.93, sweep_close_pos=0.4, sweep_leg_pct=-4.2, turnover_cr=0.91, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.61, ret_horizon=-0.0734, mfe=0.0868, mae=-0.0907, bars_held=3, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=552, sweep_idx=537, flag_end_idx=-1, pole_idx=-1), Setup(symbol='BOROSCI.NS', pole_date='2026-05-20', pole_low=111.3, pole_high=158.0, pole_high_date='2026-06-03', pole_gain=0.4196, flag_bars=45, flag_end_date='2026-08-05', rail=144.0, rail_slope_pct=0.028, sweep_date='2026-09-16', sweep_low=115.54, sweep_below_pct=-19.76, entry_date='2026-09-01', entry=127.65, stop=113.54, target=158.0, risk_pct=11.05, reward_R=2.15, atr=4.0, status='DONE', bars_since_entry=nan, vol_x20=0.94, sweep_bars=31, sweep_red=23, sweep_red_frac=0.74, sweep_vol_x20=2.34, sweep_vol_vs_drift=7.93, sweep_close_pos=0.4, sweep_leg_pct=-4.2, turnover_cr=0.91, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.54, ret_horizon=-0.0776, mfe=0.0819, mae=-0.0949, bars_held=10, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=556, sweep_idx=537, flag_end_idx=-1, pole_idx=-1)]",BOROSIL SCIENTIFIC LTD,1029.8,False,2026,False
BLS.NS,2026-03-24,218.9,305.75,2026-04-08,0.3968,25,2026-05-14,265.1,-0.185,2026-09-16,221.34,-16.51,2026-09-21,232.54,218.35,305.75,6.1,5.16,5.99,DONE,,0.76,90,58,0.64,29.02,155.26,0.51,-10.98,21.02,True,True,-12.28,3,"2026-05-18,2026-07-10,2026-07-24",-1.35,open,-0.17406572768014394,-0.0106,0.0063,-0.0195,2,,open,2,2540,2448,2448,2415,first_bullish,230.07000732421875,-0.010621797006025835,"[Setup(symbol='BLS.NS', pole_date='2026-03-24', pole_low=218.9, pole_high=305.75, pole_high_date='2026-04-08', pole_gain=0.3968, flag_bars=25, flag_end_date='2026-05-14', rail=265.1, rail_slope_pct=-0.185, sweep_date='2026-09-16', sweep_low=221.34, sweep_below_pct=-16.51, entry_date='2026-05-18', entry=254.7, stop=226.99, target=305.75, risk_pct=10.88, reward_R=1.84, atr=9.51, status='DONE', bars_since_entry=nan, vol_x20=1.28, sweep_bars=90, sweep_red=58, sweep_red_frac=0.64, sweep_vol_x20=29.02, sweep_vol_vs_drift=155.26, sweep_close_pos=0.51, sweep_leg_pct=-10.98, turnover_cr=21.02, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.43, ret_horizon=0.0022, mfe=0.1266, mae=-0.1105, bars_held=37, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2450, sweep_idx=2448, flag_end_idx=-1, pole_idx=-1), Setup(symbol='BLS.NS', pole_date='2026-03-24', pole_low=218.9, pole_high=305.75, pole_high_date='2026-04-08', pole_gain=0.3968, flag_bars=25, flag_end_date='2026-05-14', rail=265.1, rail_slope_pct=-0.185, sweep_date='2026-09-16', sweep_low=221.34, sweep_below_pct=-16.51, entry_date='2026-07-10', entry=237.15, stop=223.15, target=305.75, risk_pct=5.9, reward_R=4.9, atr=6.8, status='DONE', bars_since_entry=nan, vol_x20=1.26, sweep_bars=90, sweep_red=58, sweep_red_frac=0.64, sweep_vol_x20=29.02, sweep_vol_vs_drift=155.26, sweep_close_pos=0.51, sweep_leg_pct=-10.98, turnover_cr=21.02, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.47, ret_horizon=0.144, mfe=0.1921, mae=-0.0667, bars_held=8, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2489, sweep_idx=2448, flag_end_idx=-1, pole_idx=-1), Setup(symbol='BLS.NS', pole_date='2026-03-24', pole_low=218.9, pole_high=305.75, pole_high_date='2026-04-08', pole_gain=0.3968, flag_bars=25, flag_end_date='2026-05-14', rail=265.1, rail_slope_pct=-0.185, sweep_date='2026-09-16', sweep_low=221.34, sweep_below_pct=-16.51, entry_date='2026-07-24', entry=233.6, stop=217.89, target=305.75, risk_pct=6.73, reward_R=4.59, atr=6.89, status='DONE', bars_since_entry=nan, vol_x20=0.55, sweep_bars=90, sweep_red=58, sweep_red_frac=0.64, sweep_vol_x20=29.02, sweep_vol_vs_drift=155.26, sweep_close_pos=0.51, sweep_leg_pct=-10.98, turnover_cr=21.02, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.45, ret_horizon=0.0222, mfe=0.2102, mae=-0.0525, bars_held=40, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2499, sweep_idx=2448, flag_end_idx=-1, pole_idx=-1)]",BLS INTL SERVS LTD,9214.0,False,2026,False
RUBICON.NS,2026-08-17,1461.6,1899.0,2026-08-28,0.2993,17,2026-09-22,1712.1,-0.145,2026-09-23,1632.2,-4.67,2026-09-23,1674.8,1598.84,1899.0,4.54,2.95,66.71,DONE,,2.21,2,1,0.5,2.21,4.13,0.85,-3.54,45.51,False,False,-2.18,0,,0.0,open,6.428136525207309e-07,0.0,,,0,,open,0,233,232,232,206,first_bullish,1674.800048828125,2.9154600511560602e-08,,RUBICON RESEARCH LIMITED,27744.8,False,2026,False
LAMBODHARA.NS,2026-08-24,105.5,147.19,2026-08-27,0.3952,13,2026-09-16,127.37,-0.492,2026-09-22,115.57,-9.26,2026-09-23,119.93,112.21,147.19,6.44,3.53,6.72,DONE,,0.12,5,4,0.8,1.14,6.28,0.08,-9.64,0.29,False,False,-5.84,1,2026-09-18,-0.51,open,3.953054072911777e-08,0.0,,,0,,open,0,2651,2646,2646,2630,first_bullish,119.93000030517578,2.544615851363119e-09,"[Setup(symbol='LAMBODHARA.NS', pole_date='2026-08-24', pole_low=105.5, pole_high=147.19, pole_high_date='2026-08-27', pole_gain=0.3952, flag_bars=13, flag_end_date='2026-09-16', rail=127.37, rail_slope_pct=-0.492, sweep_date='2026-09-22', sweep_low=115.57, sweep_below_pct=-9.26, entry_date='2026-09-18', entry=120.21, stop=112.03, target=147.19, risk_pct=6.8, reward_R=3.3, atr=7.07, status='DONE', bars_since_entry=nan, vol_x20=0.07, sweep_bars=5, sweep_red=4, sweep_red_frac=0.8, sweep_vol_x20=1.14, sweep_vol_vs_drift=6.28, sweep_close_pos=0.08, sweep_leg_pct=-9.64, turnover_cr=0.29, entry_gt_prior_high=False, entry_gt_flush_high=False, entry_vs_rail_pct=nan, rebased=0, rebased_from='', R_voided=0.0, outcome='voided', R=-0.51, ret_horizon=-0.0023, mfe=0.0307, mae=-0.0386, bars_held=2, R_struct=nan, outcome_struct='', bars_held_struct=nan, entry_idx=2648, sweep_idx=2646, flag_end_idx=-1, pole_idx=-1)]",LAMBODHARA TEXTILES LTD.,144.7,True,2026,False
